Case ID,Activity,Complete Timestamp
173688,A_SUBMITTED,2011/10/1 6:38
173688,A_PARTLYSUBMITTED,2011/10/1 6:38
173688,A_PREACCEPTED,2011/10/1 6:39
173688,A_PREACCEPTED,2011/10/1 6:39
173688,A_ACCEPTED,2011/10/1 17:42
173688,A_FINALIZED,2011/10/1 17:45
173688,A_REGISTERED,2011/10/13 16:37
173688,A_APPROVED,2011/10/13 16:37
173688,A_ACTIVATED,2011/10/13 16:37
173691,A_SUBMITTED,2011/10/1 14:08
173691,A_PARTLYSUBMITTED,2011/10/1 14:09
173691,A_PREACCEPTED,2011/10/1 14:09
173691,A_PREACCEPTED,2011/10/1 14:09
173691,A_ACCEPTED,2011/10/1 20:33
173691,A_FINALIZED,2011/10/1 20:35
173691,A_APPROVED,2011/10/10 20:17
173691,A_REGISTERED,2011/10/10 20:17
173691,A_ACTIVATED,2011/10/10 20:17
173694,A_SUBMITTED,2011/10/1 14:10
173694,A_PARTLYSUBMITTED,2011/10/1 14:10
173694,A_PREACCEPTED,2011/10/1 14:11
173694,A_PREACCEPTED,2011/10/1 14:11
173694,A_ACCEPTED,2011/10/3 19:34
173694,A_FINALIZED,2011/10/3 19:40
173694,A_APPROVED,2011/11/4 23:04
173694,A_REGISTERED,2011/11/4 23:04
173694,A_ACTIVATED,2011/11/4 23:04
173697,A_SUBMITTED,2011/10/1 14:11
173697,A_PARTLYSUBMITTED,2011/10/1 14:11
173697,A_DECLINED,2011/10/1 14:11
173700,A_SUBMITTED,2011/10/1 14:15
173700,A_PARTLYSUBMITTED,2011/10/1 14:15
173700,A_DECLINED,2011/10/1 14:16
173703,A_SUBMITTED,2011/10/1 15:45
173703,A_PARTLYSUBMITTED,2011/10/1 15:45
173703,A_PREACCEPTED,2011/10/1 15:46
173703,A_PREACCEPTED,2011/10/1 15:46
173703,A_CANCELLED,2011/10/1 19:02
173706,A_SUBMITTED,2011/10/1 15:45
173706,A_PARTLYSUBMITTED,2011/10/1 15:45
173706,A_PARTLYSUBMITTED,2011/10/1 15:45
173706,A_PREACCEPTED,2011/10/1 16:16
173706,A_PREACCEPTED,2011/10/1 16:16
173706,A_DECLINED,2011/10/1 20:59
173709,A_SUBMITTED,2011/10/1 15:57
173709,A_PARTLYSUBMITTED,2011/10/1 15:57
173709,A_PREACCEPTED,2011/10/1 15:58
173709,A_PREACCEPTED,2011/10/1 15:58
173709,A_CANCELLED,2011/11/1 16:15
173712,A_SUBMITTED,2011/10/1 15:58
173712,A_PARTLYSUBMITTED,2011/10/1 15:58
173712,A_PARTLYSUBMITTED,2011/10/1 15:58
173712,A_PREACCEPTED,2011/10/1 16:10
173712,A_PREACCEPTED,2011/10/1 16:10
173712,A_CANCELLED,2011/10/3 20:42
173715,A_SUBMITTED,2011/10/1 15:59
173715,A_PARTLYSUBMITTED,2011/10/1 15:59
173715,A_PREACCEPTED,2011/10/1 15:59
173715,A_PREACCEPTED,2011/10/1 15:59
173715,A_ACCEPTED,2011/10/1 18:24
173715,A_FINALIZED,2011/10/1 18:30
173715,A_DECLINED,2011/10/13 17:05
173718,A_SUBMITTED,2011/10/1 16:37
173718,A_PARTLYSUBMITTED,2011/10/1 16:37
173718,A_PREACCEPTED,2011/10/1 16:38
173718,A_PREACCEPTED,2011/10/1 16:38
173718,A_ACCEPTED,2011/10/1 16:42
173718,A_FINALIZED,2011/10/1 16:44
173718,A_APPROVED,2011/10/27 15:17
173718,A_REGISTERED,2011/10/27 15:17
173718,A_ACTIVATED,2011/10/27 15:17
173721,A_SUBMITTED,2011/10/1 17:07
173721,A_PARTLYSUBMITTED,2011/10/1 17:07
173721,A_PREACCEPTED,2011/10/1 17:08
173721,A_PREACCEPTED,2011/10/1 17:08
173721,A_ACCEPTED,2011/10/1 17:18
173721,A_FINALIZED,2011/10/1 17:20
173721,A_DECLINED,2011/10/10 22:28
173724,A_SUBMITTED,2011/10/1 17:52
173724,A_PARTLYSUBMITTED,2011/10/1 17:52
173724,A_PARTLYSUBMITTED,2011/10/1 17:52
173724,A_PREACCEPTED,2011/10/1 18:20
173724,A_PREACCEPTED,2011/10/1 18:20
173724,A_DECLINED,2011/10/3 21:48
173727,A_SUBMITTED,2011/10/1 18:08
173727,A_PARTLYSUBMITTED,2011/10/1 18:08
173727,A_DECLINED,2011/10/1 18:09
173730,A_SUBMITTED,2011/10/1 18:36
173730,A_PARTLYSUBMITTED,2011/10/1 18:36
173730,A_PREACCEPTED,2011/10/1 18:36
173730,A_PREACCEPTED,2011/10/1 18:36
173730,A_ACCEPTED,2011/10/1 21:36
173730,A_FINALIZED,2011/10/1 21:40
173730,A_ACTIVATED,2011/10/21 15:08
173730,A_REGISTERED,2011/10/21 15:08
173730,A_APPROVED,2011/10/21 15:08
173733,A_SUBMITTED,2011/10/1 18:39
173733,A_PARTLYSUBMITTED,2011/10/1 18:39
173733,A_PARTLYSUBMITTED,2011/10/1 18:39
173733,A_DECLINED,2011/10/1 20:54
173736,A_SUBMITTED,2011/10/1 19:01
173736,A_PARTLYSUBMITTED,2011/10/1 19:01
173736,A_PREACCEPTED,2011/10/1 19:02
173736,A_PREACCEPTED,2011/10/1 19:02
173736,A_ACCEPTED,2011/10/1 22:00
173736,A_FINALIZED,2011/10/1 22:05
173736,A_APPROVED,2011/10/18 18:01
173736,A_REGISTERED,2011/10/18 18:01
173736,A_ACTIVATED,2011/10/18 18:01
173739,A_SUBMITTED,2011/10/1 19:12
173739,A_PARTLYSUBMITTED,2011/10/1 19:12
173739,A_PREACCEPTED,2011/10/1 19:13
173739,A_PREACCEPTED,2011/10/1 19:13
173739,A_ACCEPTED,2011/10/1 21:54
173739,A_FINALIZED,2011/10/1 21:56
173739,A_REGISTERED,2011/10/14 22:22
173739,A_APPROVED,2011/10/14 22:22
173739,A_ACTIVATED,2011/10/14 22:22
173742,A_SUBMITTED,2011/10/1 19:44
173742,A_PARTLYSUBMITTED,2011/10/1 19:44
173742,A_PARTLYSUBMITTED,2011/10/1 19:44
173742,A_PREACCEPTED,2011/10/1 20:56
173742,A_PREACCEPTED,2011/10/1 20:56
173742,A_DECLINED,2011/10/14 21:52
173745,A_SUBMITTED,2011/10/1 20:08
173745,A_PARTLYSUBMITTED,2011/10/1 20:08
173745,A_PARTLYSUBMITTED,2011/10/1 20:08
173745,A_PREACCEPTED,2011/10/1 21:21
173745,A_PREACCEPTED,2011/10/1 21:21
173745,A_ACCEPTED,2011/10/1 21:55
173745,A_FINALIZED,2011/10/1 21:58
173745,A_CANCELLED,2011/10/8 18:45
173748,A_SUBMITTED,2011/10/1 20:09
173748,A_PARTLYSUBMITTED,2011/10/1 20:09
173748,A_PARTLYSUBMITTED,2011/10/1 20:09
173748,A_PREACCEPTED,2011/10/1 21:24
173748,A_PREACCEPTED,2011/10/1 21:24
173748,A_ACCEPTED,2011/10/1 22:33
173748,A_FINALIZED,2011/10/1 22:36
173748,A_DECLINED,2011/10/3 22:44
173751,A_SUBMITTED,2011/10/1 20:14
173751,A_PARTLYSUBMITTED,2011/10/1 20:14
173751,A_PREACCEPTED,2011/10/1 20:15
173751,A_PREACCEPTED,2011/10/1 20:15
173751,A_ACCEPTED,2011/10/1 22:43
173751,A_FINALIZED,2011/10/1 22:49
173751,A_REGISTERED,2011/10/11 16:39
173751,A_ACTIVATED,2011/10/11 16:39
173751,A_APPROVED,2011/10/11 16:39
173754,A_SUBMITTED,2011/10/1 20:50
173754,A_PARTLYSUBMITTED,2011/10/1 20:50
173754,A_PREACCEPTED,2011/10/1 20:50
173754,A_PREACCEPTED,2011/10/1 20:50
173754,A_DECLINED,2011/10/14 20:28
173757,A_SUBMITTED,2011/10/1 21:02
173757,A_PARTLYSUBMITTED,2011/10/1 21:02
173757,A_DECLINED,2011/10/1 21:03
173760,A_SUBMITTED,2011/10/1 21:15
173760,A_PARTLYSUBMITTED,2011/10/1 21:15
173760,A_PREACCEPTED,2011/10/1 21:15
173760,A_PREACCEPTED,2011/10/1 21:15
173760,A_ACCEPTED,2011/10/1 21:56
173760,A_FINALIZED,2011/10/1 22:01
173760,A_APPROVED,2011/10/14 21:41
173760,A_ACTIVATED,2011/10/14 21:41
173760,A_REGISTERED,2011/10/14 21:41
173763,A_SUBMITTED,2011/10/1 22:09
173763,A_PARTLYSUBMITTED,2011/10/1 22:09
173763,A_PARTLYSUBMITTED,2011/10/1 22:09
173763,A_DECLINED,2011/10/1 22:38
173766,A_SUBMITTED,2011/10/1 22:12
173766,A_PARTLYSUBMITTED,2011/10/1 22:12
173766,A_PREACCEPTED,2011/10/1 22:12
173766,A_PREACCEPTED,2011/10/1 22:12
173766,A_CANCELLED,2011/10/7 2:52
173769,A_SUBMITTED,2011/10/1 22:34
173769,A_PARTLYSUBMITTED,2011/10/1 22:34
173769,A_DECLINED,2011/10/1 22:35
173772,A_SUBMITTED,2011/10/1 22:39
173772,A_PARTLYSUBMITTED,2011/10/1 22:39
173772,A_DECLINED,2011/10/1 22:40
173775,A_SUBMITTED,2011/10/1 22:59
173775,A_PARTLYSUBMITTED,2011/10/1 22:59
173775,A_PREACCEPTED,2011/10/1 22:59
173775,A_PREACCEPTED,2011/10/1 22:59
173775,A_DECLINED,2011/10/3 16:38
173778,A_SUBMITTED,2011/10/1 23:49
173778,A_PARTLYSUBMITTED,2011/10/1 23:49
173778,A_PARTLYSUBMITTED,2011/10/1 23:49
173778,A_DECLINED,2011/10/3 15:04
173781,A_SUBMITTED,2011/10/2 0:10
173781,A_PARTLYSUBMITTED,2011/10/2 0:10
173781,A_PREACCEPTED,2011/10/2 0:11
173781,A_PREACCEPTED,2011/10/2 0:11
173781,A_DECLINED,2011/10/3 15:24
173784,A_SUBMITTED,2011/10/2 1:05
173784,A_PARTLYSUBMITTED,2011/10/2 1:05
173784,A_PREACCEPTED,2011/10/2 1:06
173784,A_PREACCEPTED,2011/10/2 1:06
173784,A_ACCEPTED,2011/10/4 23:35
173784,A_FINALIZED,2011/10/4 23:37
173784,A_APPROVED,2011/11/15 19:50
173784,A_ACTIVATED,2011/11/15 19:50
173784,A_REGISTERED,2011/11/15 19:50
173787,A_SUBMITTED,2011/10/2 1:06
173787,A_PARTLYSUBMITTED,2011/10/2 1:06
173787,A_PREACCEPTED,2011/10/2 1:06
173787,A_PREACCEPTED,2011/10/2 1:06
173787,A_ACCEPTED,2011/10/3 15:27
173787,A_FINALIZED,2011/10/3 15:31
173787,A_CANCELLED,2011/10/20 0:51
173790,A_SUBMITTED,2011/10/2 1:14
173790,A_PARTLYSUBMITTED,2011/10/2 1:14
173790,A_PREACCEPTED,2011/10/2 1:14
173790,A_PREACCEPTED,2011/10/2 1:14
173790,A_ACCEPTED,2011/10/3 15:25
173790,A_FINALIZED,2011/10/3 15:26
173790,A_APPROVED,2011/10/10 20:22
